scenario,variant,replicate,method,target_function,noise_std,depth,width,parameter_count,objective,train_mse,clean_mse,test_mse,violation_rate,training_time_s,objective_evaluations,acceptance_rate
objective,threshold,2,MC,sin_pi,0.0,1,40,121,0.04116845155426119,0.002618451554261185,0.002618451554261185,0.0024737012209053062,0.257,0.05379109992645681,800.0,0.0165
objective,threshold,3,GD-MSE,sin_pi,0.0,1,40,121,0.07882992067936766,0.0030799206793676627,0.0030799206793676627,0.0029476748211385594,0.505,0.087837666971609,800.0,
objective,threshold,3,GD-surrogate,sin_pi,0.0,1,40,121,0.03840680709876622,0.006906807098766217,0.006906807098766217,0.0063072292075061235,0.21,0.09749112511053681,800.0,
objective,threshold,3,MC,sin_pi,0.0,1,40,121,0.0666051045870886,0.006155104587088596,0.006155104587088596,0.005805392914174054,0.403,0.05412866696715355,800.0,0.026000000000000002
objective,threshold,4,GD-MSE,sin_pi,0.0,1,40,121,0.05917229160579826,0.0021722916057982673,0.0021722916057982673,0.0020855244288339233,0.38,0.07495216699317098,800.0,
objective,threshold,4,GD-surrogate,sin_pi,0.0,1,40,121,0.032980208632992086,0.004480208632992091,0.004480208632992091,0.00409706654341748,0.19,0.07964583300054073,800.0,
objective,threshold,4,MC,sin_pi,0.0,1,40,121,0.0593456027156708,0.004445602715670798,0.004445602715670798,0.004173202937172696,0.366,0.05006048339419067,800.0,0.0195
objective,threshold,5,GD-MSE,sin_pi,0.0,1,40,121,0.052941203961256095,0.0019412039612560932,0.0019412039612560932,0.0018660625535003215,0.34,0.07074741600081325,800.0,
objective,threshold,5,GD-surrogate,sin_pi,0.0,1,40,121,0.028813676729964252,0.0033136767299642494,0.0033136767299642494,0.0030329777906198245,0.17,0.07953774998895824,800.0,
objective,threshold,5,MC,sin_pi,0.0,1,40,121,0.04670794899883232,0.0032079489988323198,0.0032079489988323198,0.0030141340334581745,0.29000000000000004,0.04912116681225598,800.0,0.020999999999999998
objective,threshold,6,GD-MSE,sin_pi,0.0,1,40,121,0.0530028968149266,0.002002896814926596,0.002002896814926596,0.0019241888036564316,0.34,0.08582679089158773,800.0,
objective,threshold,6,GD-surrogate,sin_pi,0.0,1,40,121,0.03074771651911074,0.0037477165191107387,0.0037477165191107387,0.0034288031710865536,0.18,0.0845037498511374,800.0,
objective,threshold,6,MC,sin_pi,0.0,1,40,121,0.0513030334020377,0.003753033402037702,0.003753033402037702,0.0035253925099325116,0.317,0.05291613340377808,800.0,0.0215
objective,threshold,7,GD-MSE,sin_pi,0.0,1,40,121,0.0491114819514608,0.0018614819514607979,0.0018614819514607979,0.0017917919556938615,0.315,0.08416791702620685,800.0,
objective,threshold,7,GD-surrogate,sin_pi,0.0,1,40,121,0.02972241390688515,0.0034724139068851505,0.0034724139068851505,0.003184930627008828,0.175,0.09233604092150927,800.0,
objective,threshold,7,MC,sin_pi,0.0,1,40,121,0.05233844343191431,0.0038884434319143074,0.0038884434319143074,0.0036660871279865876,0.323,0.04531508316285908,800.0,0.02525
objective,threshold,8,GD-MSE,sin_pi,0.0,1,40,121,0.07639315874674941,0.0028931587467494226,0.0028931587467494226,0.002769433033630615,0.49,0.07944649993441999,800.0,
objective,threshold,8,GD-surrogate,sin_pi,0.0,1,40,121,0.037973553852761494,0.006473553852761491,0.006473553852761491,0.005909319950984001,0.21,0.0978869169484824,800.0,
objective,threshold,8,MC,sin_pi,0.0,1,40,121,0.06870593227761695,0.005105932277616948,0.005105932277616948,0.0048270514397778744,0.42400000000000004,0.05190620818175375,800.0,0.02025
objective,threshold,9,GD-MSE,sin_pi,0.0,1,40,121,0.06064867481628141,0.002148674816281415,0.002148674816281415,0.00206224153533543,0.39,0.08309058286249638,800.0,
objective,threshold,9,GD-surrogate,sin_pi,0.0,1,40,121,0.03118822451862624,0.00418822451862624,0.00418822451862624,0.0038275160966714543,0.18,0.09573229192756116,800.0,
objective,threshold,9,MC,sin_pi,0.0,1,40,121,0.059662996706823936,0.004012996706823935,0.004012996706823935,0.0037984790059480016,0.371,0.0523068584036082,800.0,0.01875
objective,threshold,10,GD-MSE,sin_pi,0.0,1,40,121,0.06148599219013128,0.0022359921901312827,0.0022359921901312827,0.0021450935093490623,0.395,0.08561325003392994,800.0,
objective,threshold,10,GD-surrogate,sin_pi,0.0,1,40,121,0.03316141258898367,0.0046614125889836685,0.0046614125889836685,0.004259206170432036,0.19,0.09090462513267994,800.0,
objective,threshold,10,MC,sin_pi,0.0,1,40,121,0.06442315701319376,0.004273157013193769,0.004273157013193769,0.00404130513761102,0.40099999999999997,0.053719908371567725,800.0,0.01775
objective,threshold,11,GD-MSE,sin_pi,0.0,1,40,121,0.0755642091509811,0.0028142091509811033,0.0028142091509811033,0.002693949178354942,0.485,0.07327074999921024,800.0,
objective,threshold,11,GD-surrogate,sin_pi,0.0,1,40,121,0.03714779889656699,0.006397798896566995,0.006397798896566995,0.005841303901103889,0.205,0.08898091688752174,800.0,
objective,threshold,11,MC,sin_pi,0.0,1,40,121,0.06654736916457768,0.005347369164577677,0.005347369164577677,0.005040231572349547,0.40800000000000003,0.05541563336737454,800.0,0.019999999999999997
